pass_id,emd_lable2,mdl_influence_dense,tkt_avg_amt_y3_dense,tkt_all_amt_y3_dense,tkt_3y_amt_dense,tkt_i_amt_y3_dense,tkt_avg_amt_y2_dense,tkt_all_amt_y2_dense,tkt_i_amt_y2_dense,avg_dist_cnt_y3_dense,tkt_d_amt_y3_dense,avg_dist_cnt_y2_dense,dist_cnt_y2_dense,tkt_d_amt_y2_dense,dist_all_cnt_y3_dense,dist_cnt_y3_dense,tkt_avg_amt_y1_dense,dist_all_cnt_y2_dense,tkt_all_amt_y1_dense,pref_line_y3_1_distance_weighted_dense,pax_tax_dense,tkt_i_amt_y1_dense,tkt_avg_interval_y3_dense,pref_line_y2_1_distance_weighted_dense,avg_dist_cnt_y1_dense,dist_i_cnt_y3_dense,tkt_avg_interval_y2_dense,tkt_d_amt_y1_dense,dist_i_cnt_y2_dense,avg_pref_city_radius_y3_dense,avg_pref_city_radius_y2_dense,pax_fcny_dense,dist_cnt_y1_dense,dist_d_cnt_y3_dense,pref_line_y1_1_distance_weighted_dense,dist_all_cnt_y1_dense,avg_pref_orig_radius_y2_dense,dist_d_cnt_y2_dense,avg_pref_city_radius_y1_dense,avg_pref_orig_radius_y3_dense,avg_pref_orig_radius_y1_dense,dist_i_cnt_y1_dense,tkt_avg_interval_y1_dense,dist_d_cnt_y1_dense,diff_recent_flt_day_dense,cabin_hy_y_rate_y3_dense,select_seat_cnt_y2_dense,seat_walkway_cnt_y2_dense,seat_walkway_cnt_y3_dense,flt_leg_cnt_y2_dense,prebuy_d_cnt_y3_d14_dense,tkt_book_cnt_y1_dense,tkt_book_cnt_y3_dense,flt_leg_i_cnt_y3_dense,flt_leg_d_cnt_y3_dense,flt_cnt_y3_dense,cabin_hf_f_rate_y3_dense,cabin_c_rate_y3_dense,seat_middle_cnt_y2_dense,flt_bag_cnt_y3_dense,flt_leg_cnt_y1_dense,flt_leg_cnt_y3_dense,prebuy_d_cnt_y1_d14_dense,prebuy_d_cnt_y2_d3_dense,prebuy_d_cnt_y2_d7_dense,prebuy_d_cnt_y3_d7_dense,prebuy_i_cnt_y2_d99_dense,prebuy_i_cnt_y3_d99_dense,tkt_book_cnt_y2_dense,mdl_mcv_dense,seg_route_to_SYD_sparse,seg_route_to_LAX_sparse,seg_route_to_JFK_sparse,AB1015,AB1014,AB1013,AB1010,AB1009,AB1008,AB1007,AB1006,seg_cabin_Y_sparse,seg_cabin_W_sparse,seg_cabin_J_sparse,seg_cabin_C_sparse,festival_seg_zero_sparse,festival_seg_Tomb-sweepingDay_sparse,festival_seg_SpringFestival_sparse,festival_seg_NewYearsDay_sparse,festival_seg_NationalDay_sparse,festival_seg_Mid-autumnFestival_sparse,festival_seg_LabourDay_sparse,festival_seg_DragonBoatFestival_sparse,season_seg_dep_time_fall_sparse,season_seg_dep_time_spring_sparse,season_seg_dep_time_summer_sparse,season_seg_dep_time_winter_sparse,flt_leg_i_cnt_y1_dense
19742,0,18.98160264,76.61535333,70.30742,743.4,45.47092,54.76529667,70.30742,45.47092,1867.395833,24.8365,2049.317813,7181.5,12.2881,14363,14363,132.5883544,14363,70.30742,5353,348.7045,45.47092,60472.03103,5707,2655.442032,14363,58100.46216,12.2881,14363,337,337,1435.67,1805,0,6080,14363,387,0,337,405,667,14363,0,0,634,0,0,0,0,2,0,0,3,2,0,2,0,0,0,2,2,2,0,0,0,0,2,2,3,33,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
19743,0,13.74566125,337.26,1349.04,1316.32398,1349.04,337.26,1349.04,1349.04,5765.75,0,5765.75,523.644,0,954,591,0,954,0,8430,408.73654,0,0,8430,0,954,0,0,954,4395,5117,1678.488,0,0,0,0,4467,0,0,4467,0,0,0,0,737,1,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
19744,0,30.99902274,5971.26,23885.04,14389.5238,23885.04,5971.26,23885.04,23885.04,7369.25,0,7369.25,540.67,0,977,602,3149.1775,977,12596.71,11315,259.53,12596.71,0,11315,7369.25,977,0,0,977,5766,5200,1996.166,981,0,11239,964,5073,0,5749,5073,627,964,0,0,772,0,0,0,0,0,0,0,0,4,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,120,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2
19745,0,17.77133588,77.91854333,61.37648,3960,43.76826,0,0,0,5797.25875,17.60822,0,0,0,16624,16624,0,0,0,8871,446.36,0,0,0,0,16624,0,0,0,4154,0,365,0,0,0,0,0,0,0,2377,0,0,0,0,1314,0,0,0,1,0,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,31,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
19746,0,15.67698929,68.11843667,75.282,994.5,47.02688,48.044403,75.282,47.02688,5351.437039,28.25512,5090.177213,15494.5,1.04552,30989,30989,0,30989,0,6829,270.56,0,0,5307,0,30989,0,0,30989,4777,4777,150,0,0,0,0,1098,0,0,2414,0,0,0,0,1008,0,0,3,3,4,0,0,0,4,0,4,0,0,1,3,0,4,0,0,0,0,4,4,0,28,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
19747,0,16.26580939,82.59520667,63.76556,6035.92,39.07784,53.22379333,63.76556,39.07784,5268.215676,24.68772,6252.962067,7099,6.69484,14198,14198,0,14198,0,6600,173.11,0,0,6287,0,14198,0,0,14198,5936,5936,948,0,0,0,0,1043,0,0,2470,0,0,0,0,895,0,0,1,1,2,0,0,0,2,0,2,0,0,1,2,0,2,0,0,0,0,2,2,0,25,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
19748,0,18.69451947,1422.255,5689.02,5689.02,5333.04,1422.255,5689.02,5333.04,7109.25,355.98,7109.25,14218.5,355.98,28437,28437,0,28437,0,10142,301.61,0,0,10142,0,26478,0,0,26478,5027,5027,898,0,1959,0,0,5027,1959,0,5027,0,0,0,0,942,1,0,2,2,4,0,0,0,2,2,4,0,0,0,4,0,4,0,0,0,0,2,2,0,50,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
19749,0,18.98919655,555.465,4443.72,3613.72584,4443.72,183.72125,1469.77,1469.77,6530.75,0,5503,523.703,0,968,563,0,968,0,8221,243.91,0,0,7818,0,968,0,0,968,5285,4383,380,0,0,0,0,3907,0,0,5867,0,0,0,0,1001,1,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
19750,0,16.49818785,95.49342167,81.02526,8674.55,46.14666,61.7541301,81.02526,46.14666,5363.89345,34.8786,5170.717183,43699.5,34.8786,61298,61298,48.66655047,61298,81.02526,5439,152.96,46.14666,60484.6,5571,4558.554873,60465,60484.6,34.8786,60465,3993,3993,880,26101,833,5562,35197,1268,833,3993,2252,1411,34364,43835.00368,833,630,1,0,4,4,8,0,3,5,7,0,7,0,0,1,6,5,8,0,0,0,0,3,3,5,41,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4
19751,0,12.3142404,2417.2,4834.4,4834.4,4834.4,0,0,0,12967,0,0,0,0,25934,25934,0,0,0,14838,433.76,0,66026.00834,0,0,25934,0,0,0,5936,0,710,0,0,0,0,0,0,0,5936,0,0,0,0,1243,1,0,0,0,0,0,0,2,2,0,2,0,0,0,2,0,2,0,0,0,0,0,2,0,20,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
19752,0,10.80292649,214.205,856.82,856.82,856.82,214.205,856.82,856.82,7363.75,0,7363.75,14727.5,0,29455,29455,0,29455,0,8080,280.46,0,0,8080,0,29455,0,0,29455,4609,4609,130,0,0,0,0,4609,0,0,4609,0,0,0,0,1034,1,0,0,0,4,0,0,0,4,0,4,0,0,1,3,0,4,0,0,0,0,4,4,0,10,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
19753,0,14.72647148,84.12457667,77.18224,1329.86,47.30096,49.57556267,77.18224,47.30096,5337.070789,29.88128,4963.873621,14658.5,4.42878,29317,29317,0,29317,0,6715,282.46,0,0,5433,0,29317,0,0,29317,4163,4163,200,0,0,0,0,1110,0,0,2378,0,0,0,0,945,0,0,2,2,4,0,0,0,4,0,4,0,0,1,4,0,4,0,0,0,0,4,4,0,28,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
19754,0,12.64385596,276.585,1106.34,1106.34,1106.34,276.585,1106.34,1106.34,7425,0,7425,14850,0,29700,29700,0,29700,0,8349,283.31,0,0,8349,0,29700,0,0,29700,4066,4066,170,0,0,0,0,4066,0,0,4066,0,0,0,0,981,1,0,1,1,4,0,0,0,4,0,4,0,0,1,4,0,4,0,0,0,0,4,4,0,20,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
19755,0,16.24789552,534.45,2137.8,1658.2,2137.8,534.45,2137.8,2137.8,7176.25,0,7176.25,522.643,0,968,593,0,968,0,10839,302.63152,0,0,10839,0,968,0,0,968,5699,5139,1825.812,0,0,0,0,5028,0,0,5028,0,0,0,0,737,1,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
19756,0,17.59932973,79.48639,67.48122,3036.2,39.8917,0,0,0,5833.246936,27.58952,0,0,0,28734,28734,0,0,0,9422,270.06,0,0,0,0,28734,0,0,0,4177,0,448,0,0,0,0,0,0,0,2352,0,0,0,0,1236,1,0,0,2,0,0,0,0,4,0,4,0,0,0,2,0,4,0,0,0,0,0,0,0,30,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
19757,0,15.48172081,693.72,2774.88,2774.88,2774.88,693.72,2774.88,2774.88,6113.25,0,6113.25,12226.5,0,24453,24453,0,24453,0,7223,270.71,0,0,7223,0,24453,0,0,24453,3777,3777,406,0,0,0,0,3777,0,0,3777,0,0,0,0,800,1,0,1,1,4,0,0,0,4,0,4,0,0,3,4,0,4,0,0,0,0,4,4,0,20,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
19758,0,13.46637223,469.565,1878.26,1878.26,1878.26,469.565,1878.26,1878.26,7176.25,0,7176.25,14352.5,0,28705,28705,0,28705,0,10839,278.91,0,0,10839,0,28705,0,0,28705,5028,5028,295,0,0,0,0,5028,0,0,5028,0,0,0,0,767,1,0,0,0,4,0,0,0,4,0,4,0,0,2,0,0,4,0,0,0,0,4,4,0,20,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
19759,0,18.58068448,91.91678833,87.2458,3171.21,45.14024,49.09799567,81.94748,45.14024,5392.397301,42.10556,4934.238421,37925.5,6.65964,50618,50618,0,12587,0,7319,288.36,0,30810.67156,5212,0,50618,0,0,12587,4142,5207,480,0,0,0,0,1069,0,0,2326,0,0,0,0,1078,1,0,1,5,2,0,0,8,8,0,8,0,0,1,8,0,8,0,0,0,0,0,2,0,59,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
19760,0,17.46838316,79.70108667,62.98526,6785.61,38.87544,53.22606467,62.98526,38.87544,5328.485899,24.10982,6015.244104,13239,2.4163,26478,26478,129.9969798,26478,62.98526,6839,618,38.87544,0,5318,4923.006092,26478,0,2.4163,26478,5936,5936,1370,2340,0,5105,26478,1119,0,5936,2421,1347,26478,0,0,504,0,0,1,1,2,0,0,0,2,0,2,0,0,1,2,2,2,0,0,0,0,2,2,0,41,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
19761,0,11.29808632,367.365,1469.46,1469.46,1469.46,367.365,1469.46,1469.46,6967.25,0,6967.25,20908.5,0,27869,27869,0,27869,0,8302,420.21,0,0,8302,0,27869,0,0,27869,4586,4586,215,0,0,0,0,4586,0,0,4586,0,0,0,0,726,1,0,0,0,4,0,0,0,4,0,4,0,0,2,2,0,4,0,0,0,0,4,4,0,10,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
19762,0,16.37623054,83.18300167,71.88436,3752.41,43.72268,50.24145233,71.88436,43.72268,4963.800391,28.16168,4400.267802,10619.5,1.56092,19156,19156,0,17301,0,5636,435.83,0,0,5918,0,19156,0,0,17301,2845,4128,310,0,0,0,0,1536,0,0,1824,0,0,0,0,717,0,0,3,4,3,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,2,3,0,34,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
19763,0,20.36106341,93.06412833,118.18534,7920.03,44.99658,130.2796879,118.18534,44.99658,4316.413961,73.18876,3467.090093,39187,73.18876,57101,57101,49.62259861,52729,118.18534,6392,317.21,44.99658,14449,6459,3182.596952,45543,14433.58097,51.17138,43065,2344,2331,356,21273,11558,6554,32589,1265,9664,2331,1363,1227,26478,0,6111,353,1,0,5,6,14,3,0,12,5,0,5,0,0,3,5,8,17,2,0,1,1,4,5,10,75,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
19764,0,19.43605944,73.87456,63.27712,1003.5,39.60268,55.05918,63.27712,39.60268,1847.581389,23.67444,2043.769657,5908,12.52166,11816,11816,134.4454328,11816,63.27712,5004,408.70172,39.60268,34043.05309,5089,2625.708463,11816,33821.34227,12.52166,11816,338,338,1393.786,1844,0,4453,11816,383,0,338,400,663,11816,0,0,528,0,0,1,1,2,0,0,4,2,0,2,0,0,1,2,2,2,0,0,0,0,2,2,4,37,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
19765,0,28.26200223,644.7524684,5714.72484,246552.75,41.03234,508.6563779,4301.64668,41.03234,5299.584596,5673.6925,4360.00652,161193,4224.7434,214050,214050,294.9691694,214050,4301.64668,7086,625.43,41.03234,0,7312,3611.410248,206719,0,4224.7434,206719,4476,4476,2048.456,108336,7331,7500,105714,1235,7331,4942,2350,1477,101109,0,4605,474,0,0,4,4,22,1,0,0,16,0,16,0,0,0,12,12,22,1,1,2,2,14,14,0,78,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,8
19766,0,21.9015548,579.6683333,3478.01,1950.7556,3309.88,579.6683333,3478.01,3309.88,5680.833333,168.13,5680.833333,807.843,168.13,2823,1526,417.3433333,2823,2504.06,8783,58.81,2364.5,0,8783,4643.6,1280,0,139.56,1280,3934,3959,30,1115,1543,8783,2000,3778,1543,3872,3778,3778,983,0,1017,687,1,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
19767,0,11.20499356,110.2566667,330.77,330.77,330.77,0,0,0,5615.333333,0,0,0,0,16846,16846,0,0,0,7996,280.16,0,32188.41083,0,0,16846,0,0,0,4586,0,229,0,0,0,0,0,0,0,4586,0,0,0,0,1109,1,0,0,2,0,0,0,3,3,0,3,0,0,0,3,0,3,0,0,0,0,0,3,0,10,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
19768,0,14.78697586,1003.56,2007.12,1584.33156,2007.12,1003.56,2007.12,2007.12,8700.5,0,8700.5,534.916,0,965,592,501.78,965,1003.56,8212,430.16,1003.56,0,8212,8700,965,0,0,965,3949,3953,410,939,0,11129,902,3932,0,3878,3932,3201,902,0,0,784,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
19769,0,19.897662,76.64134167,71.31888,10035.99,39.04276,49.88133433,71.31888,39.04276,5288.125664,32.27612,4689.690106,46168.5,6.31048,54869,54869,0,17401,0,5580,158.12,0,0,5799,0,54869,0,0,17401,3487,3932,408,0,0,0,0,1277,0,0,2223,0,0,0,0,921,0,0,1,4,2,0,0,0,8,0,8,0,0,0,8,0,8,0,0,0,0,2,6,0,60,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
19770,0,16.72759676,861.695,3446.78,3446.78,3446.78,861.695,3446.78,3446.78,7278,0,7278,21758.5,0,29112,29112,0,29112,0,15020,258.01,0,64815.21614,15020,0,29112,64046.52501,0,29112,4154,4154,521,0,0,0,0,4154,0,0,4154,0,0,0,0,717,1,2,2,2,4,0,0,4,4,0,4,0,0,1,4,0,4,0,0,0,0,4,4,4,20,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
19771,0,16.27855262,104.725,209.45,643.22154,0,104.725,209.45,0,1161.5,209.45,1161.5,1088.933,209.45,2323,2292,0,2323,0,7242,301.41,0,0,7242,0,0,0,0,0,512,1976,456,0,2323,0,0,538,2323,0,538,0,0,0,0,842,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
19772,0,20.22139471,1809.5,9047.5,5773.96344,8553.17,1809.5,9047.5,8553.17,6104.6,494.33,6104.6,922.739,494.33,3135,1750,0,3135,0,11093,296.71,0,0,11093,0,1435,0,0,1435,5133,5059,1421,0,1700,0,0,3725,1700,0,3725,0,0,0,0,912,1,0,0,0,0,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
19773,1,14.4684682,490.56,1962.24,1962.24,1962.24,490.56,1962.24,1962.24,7129,0,7129,21311.5,0,28516,28516,0,28516,0,12670,331.50928,0,85167.93519,12670,0,28516,85113.02746,0,28516,4134,4134,1803.762,0,0,0,0,4134,0,0,4134,0,0,0,0,722,1,1,4,4,4,0,0,3,4,0,4,0,0,0,4,0,4,0,0,0,0,4,4,3,20,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
19774,0,17.58320065,80.94966833,74.66106,4398.69,45.0974,60.53495676,74.66106,45.0974,5296.606147,29.56366,5168.712811,30935,29.56366,61870,61870,0,61870,0,6743,454.16,0,35027.97079,5513,0,61870,0,0,61870,5148,5148,480,0,0,0,0,1124,0,0,2401,0,0,0,0,750,1,0,4,4,6,0,0,2,6,0,6,0,0,0,4,0,6,0,0,0,0,2,2,0,56,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
19775,0,18.65008665,93.698885,77.94712,3016.05,44.34222,49.52159162,77.94712,44.34222,5349.785596,33.6049,4368.408021,14658.5,3.90128,29317,29317,0,29317,0,6502,465.823,0,0,6249,0,29317,0,0,29317,4163,4163,1998.156,0,0,0,0,1114,0,0,2374,0,0,0,0,787,0,0,0,0,4,0,0,0,4,0,4,0,0,1,4,0,4,0,0,0,0,2,2,0,31,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
19776,0,16.50585151,81.82474333,64.6383,1989,44.32864,52.56283433,64.6383,44.32864,5264.088194,20.30966,5925.777127,13239,0,26478,26478,0,26478,0,6678,454.16,0,0,6124,0,26478,0,0,26478,5936,5936,300,0,0,0,0,1066,0,0,2439,0,0,0,0,999,0,0,2,2,2,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,2,2,0,28,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
19777,0,22.26994213,368.3152262,2552.1588,70051.57,44.0155,242.5521632,2206.69868,44.0155,5202.336182,2508.1433,4060.932493,91869,2129.946,122606,122606,0,46873,0,5971,584.53,0,45169.27778,6510,0,118656,45169.27778,0,45932,3377,3124,2115.766,0,3950,0,0,1149,941,0,2204,0,0,40322.54545,0,796,0,0,5,15,7,0,5,18,14,0,14,1,0,0,18,0,18,0,0,0,2,1,6,14,51,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
19778,0,37.82923293,4033.884,20169.42,6340.97792,17309.42,0,0,0,5832.8,2860,0,0,0,5117,3023,0,0,0,11382,454.51,0,0,0,0,1887,0,0,0,5221,0,727,0,3230,0,0,0,0,0,2920,0,0,0,0,1074,1,0,0,0,0,0,0,0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
19779,0,16.25389032,70.07069167,71.99114,2885.48,44.7797,48.86818233,71.99114,44.7797,5450.162404,27.21144,5351.246696,32512.5,0,43350,43350,0,21675,0,7139,454.43,0,133406.3292,5297,0,43350,115055.6903,0,21675,5207,5207,190,0,0,0,0,1094,0,0,2399,0,0,0,0,940,0,0,2,4,2,0,0,4,4,0,4,0,0,0,4,0,4,0,0,0,0,2,4,2,42,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
19780,1,38.99127238,2242.58875,17940.71,17940.71,16584.85,1679.82875,13438.63,13438.63,4274,1355.86,5685.4,19978.5,0,34192,34192,669.94,28427,5359.52,7704,375.37342,5359.52,0,9531,6264.5,32150,0,0,28427,3263,3914,1018.08,5765,2042,11147,12529,3914,0,653,3263,653,12529,0,0,437,0.875,0,1,1,5,1,0,0,7,1,8,0,0.125,0,8,2,8,0,0,0,0,2,3,0,130,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
19781,0,10.85952293,357.4725,1429.89,1429.89,1429.89,178.7375,714.95,714.95,7411,0,7411,22216.5,0,29644,29644,0,14855,0,9175,438.36,0,0,7372,0,29644,0,0,14855,4222,925,210,0,0,0,0,925,0,0,4222,0,0,0,0,1075,1,0,0,0,2,0,0,0,4,0,4,0,0,2,4,0,4,0,0,0,0,2,4,0,20,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
19782,0,14.50605523,452.5333333,1357.6,914.64288,1357.6,0,0,0,6196,0,0,0,0,959,580,0,0,0,7646,279.86,0,0,0,0,959,0,0,0,4100,0,320,0,0,0,0,0,0,0,4609,0,0,0,0,1215,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
19783,0,36.78517584,3957.272,19786.36,12308.7127,18246.8,3957.272,19786.36,18246.8,8433.8,1539.56,8433.8,1102.542,1539.56,3818,2266,1084.084,3818,5420.42,11012,313.23,5420.42,0,11012,13390,1517,0,0,1517,5080,5111,2062,1129,2301,14350,903,4128,2301,4682,4128,5363,903,0,0,741,0,0,0,0,0,0,0,0,3,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,200,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
19784,0,21.769197,1319.778,6598.89,5296.60714,6598.89,655.778,3278.89,3278.89,8700.2,0,8700.333333,516.864,0,968,582,231.198,968,1155.99,8212,156.92,1155.99,0,8212,8700,968,0,0,968,3928,3948,418,966,0,11129,899,3932,0,3812,3932,3308,899,0,0,962,1,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
19785,0,15.28511874,64.86398,66.41252,343.17,48.73266,54.159329,66.41252,48.73266,3209.520216,17.67986,3244.324285,4750.5,0,9501,9501,0,9501,0,4565,270.56,0,0,4624,0,9501,0,0,9501,2245,2245,170,0,0,0,0,1165,0,0,1301,0,0,0,0,1010,1,0,1,1,2,0,0,0,2,0,2,0,0,0,1,0,2,0,0,0,0,2,2,0,26,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
19786,0,13.64355999,144.855,289.71,289.71,289.71,72.575,145.15,145.15,3019,0,3019,6038,0,6038,6038,0,3019,0,6142,279.36,0,0,7804,0,6038,0,0,3019,1448,1472,200,0,0,0,0,1446,0,0,1448,0,0,0,0,1068,1,0,1,2,1,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,0,1,2,0,10,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
19787,0,14.68172955,1393.29,2786.58,2786.58,2786.58,1393.29,2786.58,2786.58,10837.5,0,10837.5,10837.5,0,21675,21675,0,21675,0,10647,455.51,0,128483.4181,10647,0,21675,118025.1466,0,21675,5207,5207,442,0,0,0,0,5207,0,0,5207,0,0,0,0,956,1,2,0,0,2,0,0,2,2,0,2,0,0,0,2,0,2,0,0,0,0,2,2,2,50,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
19788,0,17.14662631,548.565,1097.13,565.19458,1066.68,0,0,0,6706,30.45,0,0,0,1228,572,0,0,0,11484,299.06,0,0,0,0,816,0,0,0,283,0,330,0,412,0,0,0,0,0,216,0,0,0,0,985,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
19789,0,24.92787895,657.7135401,5711.77596,73182.81,42.22472,489.7855768,4206.91912,42.22472,5335.592013,5669.55124,5746.556486,131302,4129.50998,183714,183714,68.87418523,105912,356.04378,7165,585.43,42.22472,60255.16667,7080,5314.599094,183714,60255.16667,274.90472,105912,5936,5936,2078.164,78890,0,6944,52956,1200,0,5936,2418,1448,52956,44310.75,0,532,0,0,2,2,8,0,2,6,14,0,14,0,0,0,14,4,14,0,0,0,0,3,4,6,73,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,4
19790,0,16.87881719,82.22315667,70.61102,4122.28,46.07802,52.705998,70.61102,46.07802,5263.118692,24.533,5205.297763,10166,9.19268,20332,20332,0,20332,0,4787,176.52,0,38267.46846,4770,0,17401,32441.71644,0,17401,3497,3497,812,0,2931,0,0,1023,2931,0,2257,0,0,0,0,999,1,0,0,0,4,0,0,4,2,0,2,0,0,0,4,0,4,0,0,0,0,2,2,4,28,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
